Shim ID,FHFC Key,HUD REMS,Public Housing Development #,Florida DOR Parcel,Development Name,Street Address,City,Zip Code,County,County Size,Housing Programs,Total Units,Assisted Units,HUD/RD Rental Assistance Units,Public Housing ACC Units,FHFC Funded,HUD Multifamily Funded,HUD Public Housing Funded,RD Funded,LHFA Funded,Target Population,Occupancy Status,Affordability Start Date,Year built (property appraiser),Owner Type,Overall year of subsidy expiration,Latitude,Longitude,Census Tract,Census Block Group,Number of 0 BR,Number of 1 BR,Number of 2 BR,Number of 3 BR,Number of 4 or more BR,Developer Name and Contact Information,Owner Name and Contact information,Units <=35% AMI,Units 40-50% AMI,Units 55-60% AMI,Units 65-80% AMI,Units >80% AMI,0 BR Av. Rent ($),1 BR Av. Rent ($),2 BR Av. Rent ($),3 BR Av. Rent ($),4+ BR Av. Rent ($),Average Rent/FMR ratio,0 BR Utility Allowance ($),1 BR Utility Allowance ($),2 BR Utility Allowance ($),3 BR Utility Allowance ($),4 BR Utility Allowance ($),Occupancy Rate,Last Property Sale Price ($),Last Property Sale Date,Just Value ($),Has Housing Credits 4%,Has Housing Credits 9%,Has SAIL,Has State Bonds,Has State HOME,Has EHCL,Has Demonstration,Has PLP,Has Rental Assistance/HUD,Has Section 202 Capital Advance,Has Section 202 Direct Loan,Has Section 811,Has HUD Use Agreement,Has Section 542,Has Section 207,Has Section 231,Has Public Housing,RAD conversion,Has Rental Assistance/RD,Has Section 515,Has Section 514/516,Has Local Bonds,HC 4% Funding Year,HC 9% Funding Year,SAIL Funding Year,State Bonds Funding Year,State HOME Funding Year,HUD Rental Assistance Current Contract Start Date,Section 202 Direct Loan Funding Date,Rental Assistance/RD Funding Date,Section 515 Funding Date,Section 514/516 Funding Date,HC 4% Expiration Date,HC 9% Expiration Date,SAIL Expiration Date,State Bonds Expiration Date,State HOME Expiration Date,HUD Mark-to-Market Est. Expiration Date,HUD Rental Assistance Expiration Date,HUD Section 202 Capital Advance Expiration Date,HUD Section 202 Direct Loan Maturity Date,HUD Section 811 Capital Advance Expiration Date,HUD Use Agreement Expiration,Section 514/516 Maturity Date,Section 515 Maturity Date,Local Bonds Maturity Date,FHFC Preservation Set-Aside,In QCT 2022,In DDA 2022,Average Household Size (Persons),% of Households w/Elderly Member,% of Households w/Children,% White (non-Hispanic),% Asian (non-Hispanic),% Black (non-Hispanic),% Hispanic,Average Annual Household Income ($),"% $0-4,999","% $5,000-9,999","% $10,000-14,999","% $15,000-19,999","% $20,000 and above",Average Annual Household Income (% AMI),% 0-30% AMI,% 30-50% AMI,% above 50% AMI,# of Households Reporting,Tenant Data Source,"Vacancy Rate, 2018-2022, Tract","Vacancy Rate, 2018-2022, County","Homeownership Rate, 2018-2022, Tract","Homeownership Rate, 2018-2022, County","Renter Rate, 2018-2022, Tract","Renter Rate, 2018-2022, County","Rental Vacancy Rate, 2018-2022, Tract","Rental Vacancy Rate, 2018-2022, County","% White, Non-Hispanic, 2018-2022, Tract","% White, Non-Hispanic, 2018-2022, County","% African-American, Non-Hispanic, 2018-2022, Tract","% African-American, Non-Hispanic, 2018-2022, County","% Hispanic, 2018-2022, Tract","% Hispanic, 2018-2022, County","% Asian, Non-Hispanic, 2018-2022, Tract","% Asian, Non-Hispanic, 2018-2022, County","% Other Race, Non-Hispanic, 2018-2022, Tract","% Other Race, Non-Hispanic, 2018-2022, County","Median Single Family Sale Price, 2023, Tract","Median Single Family Sale Price, 2023, County","Change in Median Single Family Sales Price, 2019-2023, Tract","Change in Median Single Family Sales Price, 2019-2023, County","Average Just Value/Sq. Ft, Single Family 2023, Tract ($)","Average Just Value/Sq. Ft, Single Family 2023, County ($)","Average Just Value/Sq. Ft, Multifamily 10+ Units 2023, Tract ($)","Average Just Value/Sq. Ft, Multifamily 10+ Units 2023, County ($)","Median Just Value/Sq. Ft, Single Family 2023, Tract ($)","Median Just Value/Sq. Ft, Single Family 2023, County ($)","Median Just Value/Sq. Ft, Multifamily 10+ Units 2023, Tract ($)","Median Just Value/Sq. Ft, Multifamily 10+ Units 2023, County ($)","Median Condo Sale Price, 2023, Tract","Median Condo Sale Price, 2023, County","% of Households with at least one child age 0-17, 2018-2022, Tract","% of Households with at least one child age 0-17, 2018-2022, County","% of Households with at least one person age 65 or older, 2018-2022, Tract","% of Households with at least one person age 65 or older, 2018-2022, County",Total Living Area,Number of Buildings,REAC Score (HUD only),REAC Inspection Date,Construction Type (FHFC Only)',In unincorporated area
1073,N/A,800004144,N/A,6014016000,Hampton Court,6415 NW 23RD TER,Gainesville,32653,Alachua,Medium,Rental Assistance/HUD,42,42,42.0,,0,1,0,0,0,Family,Ready for Occupancy,1980,1980.0,Non-Profit,2035.0,29.714272013,-82.359884988,1803,3,0,16,22,4,0,0,"NHDC Hampton Court Apt., Inc. 9692 Haven Avenue, Suite 100 - c/o National CORE Rancho Cucamonga, CA 91730-3857  909-204-3500",,,,,,0.0,922.0,984.0,1138.0,0.0,94.0,0.0,99.0,133.0,141.0,0.0,0,,,844900.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2015,0,0,0,0,0,0,0,0,0,0,2035,0,0,0,0,0,0,,0,N,N,2.0,27.0,0,5,-1,-1,0,15943,8,3,39,17,33,22.0,73,22,5,41,HUD Picture of Subsidized Households,0.09,0.12,0.82,0.55,0.18,0.45,0.33,0.59,0.52,0.6,0.28,0.19,0.12,0.11,0.05,0.06,0.03,0.04,242500.0,320000.0,57500.0,93700.0,139.0,140.0,75.0,125.0,140.0,141.0,75.0,114.0,0.0,180000.0,23.62,22.34,39.95,26.18,35412.0,6.0,89,2025-05-09,0,
7720,3096,N/A,N/A,11235005000,Harper's Pointe,2220 E University Avenue,Gainesville,32641,Alachua,Medium,Housing Credits 9%,66,66,,,1,0,0,0,0,Elderly;Family;Link,Ready for Occupancy,2020,2020.0,0,2070.0,29.652411011,-82.295323965,600,3,0,33,33,0,0,,,7.0,0.0,59.0,0.0,0.0,,,,,,0.0,,,,,,0,,,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,2070,0,0,0,0,0,0,0,0,0,0,0,,,0,N,1.1,89.0,0,0,0,0,0,20657,3,2,29,21,45,27.94,68,24,8,62,FHFC TIC Report,0.12,0.12,0.39,0.55,0.61,0.45,0.07,0.59,0.02,0.6,0.95,0.19,0.01,0.11,0.0,0.06,0.02,0.04,132250.0,320000.0,33250.0,93700.0,94.0,140.0,76.0,125.0,88.0,141.0,72.0,114.0,0.0,180000.0,41.63,22.34,30.7,26.18,,,0,0,0,
8321,3612,N/A,N/A,11288002000,Hawthorne Heights,2420 SE Hawthorne Road,Gainesville,32641,Alachua,Medium,Extremely Low Income;Housing Credits 4%;National Housing Trust Fund (NHTF);SAIL;State Bonds,86,86,,,1,0,0,0,0,Elderly;Family;Link,Not Ready for Occupancy,2026,0.0,0,2076.0,29.645696,-82.293299,600,3,0,74,12,0,0,,,16.0,0.0,47.0,23.0,0.0,,,,,,0.0,,,,,,0,,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,2024,2024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,N,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.12,0.12,0.39,0.55,0.61,0.45,0.07,0.59,0.02,0.6,0.95,0.19,0.01,0.11,0.0,0.06,0.02,0.04,132250.0,320000.0,33250.0,93700.0,94.0,140.0,76.0,125.0,88.0,141.0,72.0,114.0,0.0,180000.0,41.63,22.34,30.7,26.18,,,0,0,ESS,
2121,1083,800004175,N/A,9640001000,Horizon House Apartments,1515 NW 10 Street,Gainesville,32601,Alachua,Medium,Rental Assistance/HUD;SAIL,40,40,28.0,,1,1,0,0,0,Family,Ready for Occupancy,1971,1971.0,Non-Profit,2053.0,29.66612699,-82.334868024,301,2,0,0,24,16,0,"Jeffrey Reed, 448 Depot Street NE, Christiansburg, 24073, contact phone: 5403822002, email: jreed@chpc2.org","D/B/A Residences at Oakview
Horizon Sunset Apartments LLC 150 Mount Vernon Street Suite 500 -  Boston, MA 02125-  6178227300",6.0,34.0,0.0,0.0,0.0,0.0,0.0,1525.0,1675.0,0.0,111.3,0.0,0.0,113.0,164.0,0.0,87,,,898400.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2023,0,0,0,0,0,0,2053,0,0,0,2043,0,0,0,0,0,0,,N,N,N,2.7,10.0,83,6,-1,2,4,15135,30,10,14,8,38,19.0,80,18,2,50,HUD Picture of Subsidized Households,0.14,0.12,0.26,0.55,0.74,0.45,0.67,0.59,0.56,0.6,0.31,0.19,0.07,0.11,0.02,0.06,0.05,0.04,225000.0,320000.0,65000.0,93700.0,147.0,140.0,120.0,125.0,145.0,141.0,98.0,114.0,130000.0,180000.0,19.11,22.34,19.05,26.18,39756.0,1.0,78,2024-11-25,Acquisition/Rehab,
2150,N/A,800004178,N/A,8260000000,Housing For The Handicapped Alachua Co I- 6th St.,3781 NW 6TH ST,Gainesville,32609,Alachua,Medium,Rental Assistance/HUD;Section 202 Direct Loan,13,12,12.0,,0,1,0,0,0,Persons with Disabilities,Ready for Occupancy,1985,1985.0,Non-Profit,2026.0,29.687702008,-82.329377039,302,1,0,12,0,0,0,0,"Housing for the Handicapped of Alachua County, Inc 3303 NW 83rd St -  Gainesville, FL 32606-6227  3523344060",,,,,,0.0,1184.0,0.0,0.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0,,,471100.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009,1987,0,0,0,0,0,0,0,0,0,2026,0,2026,0,0,0,0,,0,N,N,1.0,33.0,0,58,-1,-1,0,13185,-1,-1,83,17,-1,20.0,100,0,0,12,HUD Picture of Subsidized Households,0.11,0.12,0.54,0.55,0.46,0.45,0.3,0.59,0.58,0.6,0.2,0.19,0.13,0.11,0.04,0.06,0.05,0.04,229250.0,320000.0,89250.0,93700.0,136.0,140.0,103.0,125.0,134.0,141.0,96.0,114.0,0.0,180000.0,17.06,22.34,25.06,26.18,5870.0,1.0,98,2025-03-06,0,
1454,N/A,800004179,N/A,15635002001,Housing For The Handicapped Alachua Co II-9th St.,934 SW 9TH ST,Gainesville,32601,Alachua,Medium,Rental Assistance/HUD;Section 202 Direct Loan,12,12,12.0,,0,1,0,0,0,Persons with Disabilities,Ready for Occupancy,1987,1987.0,Non-Profit,2027.0,29.64261902,-82.333535972,806,1,0,12,0,0,0,0,"Housing for the Handicapped of Alachua County, Inc 3303 NW 83rd St -  Gainesville, FL 32606-6227  3523344060",,,,,,0.0,970.0,0.0,0.0,0.0,121.0,0.0,77.0,0.0,0.0,0.0,0,,,415300.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011,1989,0,0,0,0,0,0,0,0,0,2027,0,2027,0,0,0,0,,0,Y,N,1.2,50.0,0,67,-1,-1,0,12476,-1,-1,55,45,-1,19.0,100,0,0,12,HUD Picture of Subsidized Households,0.14,0.12,0.1,0.55,0.9,0.45,0.68,0.59,0.52,0.6,0.07,0.19,0.14,0.11,0.22,0.06,0.06,0.04,0.0,320000.0,-200000.0,93700.0,150.0,140.0,116.0,125.0,149.0,141.0,99.0,114.0,185000.0,180000.0,16.82,22.34,7.16,26.18,6599.0,2.0,89c,2023-05-31,0,
1624,466,N/A,N/A,8160002001,Lewis Place at Ironwood,4121 NE 15th Street,Gainesville,32609,Alachua,Medium,Housing Credits 4%;SAIL,112,112,,,1,0,0,0,0,Family,Ready for Occupancy,2000,2000.0,Non-Profit,2062.0,29.69109999,-82.305374035,1902,1,0,0,56,56,0,"John Corbett, 2001 West Blue Heron Blvd., Riviera Beach, 33404, contact phone: 5616556775, email: jcorbett@gotpi.org",,0.0,0.0,112.0,0.0,0.0,0.0,0.0,751.0,859.0,0.0,90.0,0.0,0.0,160.0,196.0,0.0,95,,,2240000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,1999,0,0,0,0,0,0,0,2032,0,2062,0,0,0,0,0,0,0,0,0,0,,N,Y,N,2.74,10.0,65,0,0,0,0,31665,5,1,12,8,75,34.84,35,53,12,104,FHFC TIC Report,0.13,0.12,0.37,0.55,0.63,0.45,0.43,0.59,0.32,0.6,0.58,0.19,0.07,0.11,0.0,0.06,0.03,0.04,266000.0,320000.0,122500.0,93700.0,118.0,140.0,70.0,125.0,138.0,141.0,65.0,114.0,0.0,180000.0,31.35,22.34,31.65,26.18,129237.0,10.0,0,0,New Construction,
7617,2984,N/A,N/A,6102025000,Magnolia Place Home at the Arc of Alachua County,3256 NW 36th Street,Gainesville,32605,Alachua,Medium,Legislative Appropriation,6,6,,,1,0,0,0,0,Persons with Disabilities,Ready for Occupancy,2019,2020.0,Non-Profit,2029.0,,,1100,1,0,0,0,0,0,0,0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,N,N,1.0,,0,0,0,0,0,8510,0,83,17,0,0,16.67,100,0,0,6,FHFC TIC Report,0.08,0.12,0.7,0.55,0.3,0.45,0.43,0.59,0.73,0.6,0.07,0.19,0.06,0.11,0.06,0.06,0.08,0.04,360000.0,320000.0,118250.0,93700.0,131.0,140.0,98.0,125.0,129.0,141.0,79.0,114.0,235000.0,180000.0,17.55,22.34,42.7,26.18,0.0,1.0,0,0,0,
1262,N/A,800004309,N/A,7240004003,New Horizons Properties I - Joyce Apts.,3010 SW 35th Pl,Gainesville,32608,Alachua,Medium,Rental Assistance/HUD,8,8,8.0,,0,1,0,0,0,Persons with Disabilities,Ready for Occupancy,1985,1985.0,Non-Profit,2025.0,29.62140698,-82.368897964,1515,3,0,8,0,0,0,0,"New Horizons Properties, Inc. 4300 SW 13th St -  Gainesville, FL 32608-0000  (352) 332-7828",,,,,,0.0,714.0,0.0,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0,,,263700.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,2025,0,0,0,0,0,0,,0,Y,N,-4.0,-4.0,0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4.0,-4,0,104,-4,HUD Picture of Subsidized Households,0.23,0.12,0.04,0.55,0.96,0.45,1.0,0.59,0.53,0.6,0.2,0.19,0.14,0.11,0.1,0.06,0.03,0.04,0.0,320000.0,0.0,93700.0,104.0,140.0,123.0,125.0,90.0,141.0,115.0,114.0,174500.0,180000.0,2.82,22.34,1.71,26.18,4569.0,1.0,99,2024-06-05,0,
1388,N/A,800004311,N/A,7240001001,New Horizons Properties IIi - Transitions,3800 SW 34th ST,Gainesville,32608,Alachua,Medium,Rental Assistance/HUD;Section 202 Direct Loan,8,8,8.0,,0,1,0,0,0,Persons with Disabilities,Ready for Occupancy,1990,1977.0,Non-Profit,2030.0,29.61861501,-82.374783988,1519,1,1,7,0,0,0,0,"New Horizons Properties III, Inc. 4300  SW 13th  ST -  Gainesville, FL 32608-0000  (352) 374-5632",,,,,,996.0,1125.0,0.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0,,,6376900.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,1992,0,0,0,0,0,0,0,0,0,2025,0,2030,0,0,0,0,,0,Y,N,1.0,25.0,0,42,-1,-1,0,11504,-1,-1,60,40,-1,18.0,100,0,0,12,HUD Picture of Subsidized Households,0.22,0.12,0.01,0.55,0.99,0.45,0.87,0.59,0.29,0.6,0.14,0.19,0.22,0.11,0.33,0.06,0.02,0.04,0.0,320000.0,0.0,93700.0,80.0,140.0,97.0,125.0,84.0,141.0,101.0,114.0,0.0,180000.0,12.75,22.34,4.47,26.18,210525.0,21.0,98,2024-06-05,0,
1447,N/A,800004001,N/A,10071003001,New Horizons Properties Iv - Choice Apts,2101 NE 2ND ST,Gainesville,32609,Alachua,Medium,Rental Assistance/HUD;Section 811 Capital Advance,16,16,16.0,,0,1,0,0,0,Persons with Disabilities,Ready for Occupancy,1997,1997.0,Non-Profit,2038.0,29.671685994,-82.319525034,400,3,0,4,12,0,0,0,"New Horizons Properties IV Inc 4300  SW 13TH  ST -  GAINESVILLE, FL 32608-0000  (352) 374-5600 x8286",,,,,,0.0,607.0,615.0,0.0,0.0,76.0,0.0,92.0,105.0,0.0,0.0,0,,,763900.0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,0,0,0,0,0,0,2025,0,0,2037,0,0,0,,0,N,N,1.6,40.0,0,10,-1,-1,0,8749,8,-1,67,-1,25,12.0,85,15,0,20,HUD Picture of Subsidized Households,0.07,0.12,0.59,0.55,0.41,0.45,0.0,0.59,0.48,0.6,0.29,0.19,0.1,0.11,0.03,0.06,0.1,0.04,207500.0,320000.0,70000.0,93700.0,123.0,140.0,87.0,125.0,120.0,141.0,98.0,114.0,0.0,180000.0,29.66,22.34,24.75,26.18,12627.0,4.0,93b,2023-03-03,0,
74250,2863,N/A,FL063000002,10044000000,Oak Park - Gainesville,100 NE 8th Avenue,Gainesville,32601,Alachua,Medium,Elderly Housing Community Loan;Public Housing,101,101,,171.0,1,0,1,0,0,Elderly;Family,Ready for Occupancy,2018,1968.0,Public Housing Authority,,29.659596984,-82.323914972,301,2,60,41,0,0,0,0,Housing Authority City of Gainesville,0.0,21.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,4147500.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,N,N,1.1,55.0,0,23,-1,1,6,13282,11,4,58,12,16,20.0,86,11,3,155,HUD Picture of Subsidized Households,0.14,0.12,0.26,0.55,0.74,0.45,0.67,0.59,0.56,0.6,0.31,0.19,0.07,0.11,0.02,0.06,0.05,0.04,225000.0,320000.0,65000.0,93700.0,147.0,140.0,120.0,125.0,145.0,141.0,98.0,114.0,130000.0,180000.0,19.11,22.34,19.05,26.18,64116.0,1.0,0,0,0,
1321,3207,800004109,N/A,10071002002,Pine Grove Apts,1901 NE 2nd Street,Gainesville,32609,Alachua,Medium,Elderly Housing Community Loan;Housing Credits 4%;Rental Assistance/HUD,97,97,96.0,,1,1,0,0,0,Elderly,Ready for Occupancy,1985,1984.0,Non-Profit,2042.0,29.669355992,-82.319857042,400,3,24,72,1,0,0,0,"PINE GROVE VOA AFFORDABLE HOUSING LP 1660 Duke Street - Attn: Earlene Ford Alexandria, VA 22314-  7033415000",0.0,20.0,77.0,0.0,0.0,922.0,1022.0,0.0,0.0,0.0,129.0,60.0,68.0,0.0,0.0,0.0,0,,,4418500.0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2024,0,0,0,0,2022,0,0,0,0,0,0,0,0,0,0,2042,0,0,0,0,0,0,,0,N,N,1.0,88.0,0,53,2,2,23,14547,-1,9,52,23,16,23.0,83,17,0,96,HUD Picture of Subsidized Households,0.07,0.12,0.59,0.55,0.41,0.45,0.0,0.59,0.48,0.6,0.29,0.19,0.1,0.11,0.03,0.06,0.1,0.04,207500.0,320000.0,70000.0,93700.0,123.0,140.0,87.0,125.0,120.0,141.0,98.0,114.0,0.0,180000.0,29.66,22.34,24.75,26.18,71585.0,1.0,93,2025-05-07,0,
7696,3189,N/A,N/A,0,Pine Hill Home,810 NW 109th Drive,Gainesville,,Alachua,Medium,Legislative Appropriation;Local Bonds,6,6,,,1,0,0,0,1,Persons with Disabilities,Ready for Occupancy,2019,0.0,Non-Profit,2031.0,0.0,0.0,0,0,0,0,0,0,0,,,2.0,0.0,4.0,0.0,0.0,,,,,,0.0,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,N,1.0,,0,0,0,0,0,11918,0,33,67,0,0,17.5,100,0,0,6,FHFC TIC Report,,0.12,,0.55,,0.45,,0.59,,0.6,,0.19,,0.11,,0.06,,0.04,,320000.0,,93700.0,,140.0,,125.0,,141.0,,114.0,,180000.0,,22.34,,26.18,,,0,0,Construction Category Not Found,
74140,N/A,N/A,FL063000003,11123000000,"Pine, Lake, Forest, Caroline",2626 E University Ave Apt 2,Gainesville,32641,Alachua,Medium,Public Housing,244,239,,239.0,0,0,1,0,0,Elderly;Family,Ready for Occupancy,1970,0.0,Public Housing Authority,,29.652353008,-82.290006989,600,3,0,36,93,110,0,0,0,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,,7557400.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Y,N,3.2,13.0,0,4,-1,1,4,17417,18,7,30,11,34,21.0,75,18,7,214,HUD Picture of Subsidized Households,0.12,0.12,0.39,0.55,0.61,0.45,0.07,0.59,0.02,0.6,0.95,0.19,0.01,0.11,0.0,0.06,0.02,0.04,132250.0,320000.0,33250.0,93700.0,94.0,140.0,76.0,125.0,88.0,141.0,72.0,114.0,0.0,180000.0,41.63,22.34,30.7,26.18,0.0,0.0,0,0,0,
8150,N/A,N/A,N/A,15552005000,ST FRANCIS HOUSE,2105 SW 14th St,Gainesville,32608-1509,Alachua,Medium,Section 8 Mod Rehab,16,16,,,0,1,0,0,0,0,Ready for Occupancy,0,1971.0,0,,29.632556001,-82.34006296,809,1,0,0,0,0,0,,,,,,,,,,,,,0.0,,,,,,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,N,,,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.27,0.12,0.12,0.55,0.88,0.45,0.41,0.59,0.59,0.6,0.12,0.19,0.15,0.11,0.07,0.06,0.08,0.04,0.0,320000.0,0.0,93700.0,139.0,140.0,120.0,125.0,146.0,141.0,124.0,114.0,156000.0,180000.0,14.68,22.34,10.84,26.18,,,0,0,0,
1414,1083,800004175,N/A,9542003000,Sunset Apartments,1515 NW 10 Street,Gainesville,32601,Alachua,Medium,Rental Assistance/HUD;SAIL,40,40,25.0,,1,1,0,0,0,Family,Ready for Occupancy,1971,1970.0,Non-Profit,2053.0,29.665687987,-82.337422996,301,2,0,0,24,16,0,"Jeffrey Reed, 448 Depot Street NE, Christiansburg, 24073, contact phone: 5403822002, email: jreed@chpc2.org","D/B/A Residences at Oakview
Horizon Sunset Apartments LLC 150 Mount Vernon Street Suite 500 -  Boston, MA 02125-  6178227300",6.0,34.0,0.0,0.0,0.0,0.0,0.0,688.0,756.0,0.0,111.3,0.0,0.0,121.0,177.0,0.0,87,,,1195000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,2023,0,0,0,0,0,0,2053,0,0,0,2043,0,0,0,0,0,0,,N,N,N,2.84,13.0,83,0,0,0,0,17381,23,5,16,11,45,19.35,77,22,1,75,FHFC TIC Report,0.14,0.12,0.26,0.55,0.74,0.45,0.67,0.59,0.56,0.6,0.31,0.19,0.07,0.11,0.02,0.06,0.05,0.04,225000.0,320000.0,65000.0,93700.0,147.0,140.0,120.0,125.0,145.0,141.0,98.0,114.0,130000.0,180000.0,19.11,22.34,19.05,26.18,39671.0,1.0,78,2024-11-25,Acquisition/Rehab,
1263,N/A,800004310,N/A,7296020022,Sunset Satellite Apartments,3440 SW 28TH TERRACE,Gainesville,32608,Alachua,Medium,Rental Assistance/HUD;Section 223(f) Refi/Purchase,20,20,20.0,,0,1,0,0,0,Persons with Disabilities,Ready for Occupancy,1986,1986.0,Non-Profit,2038.0,29.619017006,-82.365845024,1517,1,0,20,0,0,0,0,"New Horizons Properties II, Inc. 4300 SW 13th Street -  Gainsville, FL 32608-  352-374-5600",,,,,,0.0,834.0,0.0,0.0,0.0,107.0,0.0,85.0,0.0,0.0,0.0,0,,,351200.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2018,0,0,0,0,0,0,0,0,0,0,2038,0,0,0,0,0,0,,0,Y,N,1.0,35.0,0,41,-1,-1,6,12574,-1,6,69,13,13,19.0,88,12,0,17,HUD Picture of Subsidized Households,0.14,0.12,0.09,0.55,0.91,0.45,1.0,0.59,0.36,0.6,0.19,0.19,0.16,0.11,0.16,0.06,0.12,0.04,170000.0,320000.0,65250.0,93700.0,139.0,140.0,113.0,125.0,133.0,141.0,115.0,114.0,174800.0,180000.0,17.5,22.34,4.46,26.18,7886.0,2.0,74,2025-05-06,0,
1347,1417,800004562,N/A,8197002006,Sweetwater Square,3501 NE 15th Street,Gainesville,32609,Alachua,Medium,Housing Credits 4%;Local Bonds;Rental Assistance/HUD,200,200,162.0,,1,1,0,0,1,Family,Ready for Occupancy,1972,1972.0,For-Profit,2052.0,29.683971014,-82.305113022,400,1,0,40,70,70,20,"Gregory Perlman, 15301 Ventura Blvd B-570, Sherman Oaks, 91403, contact phone: 8188088600, email: greg@ghcapital.com","Forest & Village Preservation LP 250 West 55th Street, Floor 35 -  New York, NY 10019-9710  212-798-4070",0.0,0.0,200.0,0.0,0.0,0.0,1093.0,1173.0,1467.0,0.0,128.1,0.0,76.0,106.0,121.0,0.0,99,19500000.0,2020-5,1569800.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2004,0,0,0,0,2020,0,0,0,0,2036,0,0,0,0,0,2040,0,0,0,0,0,0,2040.0,N,N,N,2.8,8.0,71,2,-1,3,6,12127,30,7,29,6,27,15.0,85,13,2,156,HUD Picture of Subsidized Households,0.07,0.12,0.59,0.55,0.41,0.45,0.0,0.59,0.48,0.6,0.29,0.19,0.1,0.11,0.03,0.06,0.1,0.04,207500.0,320000.0,70000.0,93700.0,123.0,140.0,87.0,125.0,120.0,141.0,98.0,114.0,0.0,180000.0,29.66,22.34,24.75,26.18,86053.0,20.0,97,2025-11-17,Acquisition/Rehab,
